Количество уникальных ОКПД2 кодов: 3630
Топ 10 самых часто встречающихся ОКПД2 кодов:
ОКПД2 код: 14.12.30.132, Количество строк: 62481
ОКПД2 код: 13.96.17.133, Количество строк: 22
ОКПД2 код: 13.92.24.119, Количество строк: 22
ОКПД2 код: 10.82.23.240, Количество строк: 22
ОКПД2 код: 20.42.19.110, Количество строк: 22
ОКПД2 код: 20.42.15.133, Количество строк: 22
ОКПД2 код: 10.13.15.124, Количество строк: 22
ОКПД2 код: 21.10.60.196, Количество строк: 22
ОКПД2 код: 20.12.19.130, Количество строк: 21
ОКПД2 код: 28.41.12.110, Количество строк: 21
ОКПД2 код: 28.22.14.123, Количество строк: 21
ОКПД2 код: 20.13.24.170, Количество строк: 21
ОКПД2 код: 31.02.10.130, Количество строк: 21
ОКПД2 код: 23.31.10.129, Количество строк: 21
ОКПД2 код: 19.20.41.120, Количество строк: 21
ОКПД2 код: 20.59.42.130, Количество строк: 21
ОКПД2 код: 20.16.54.000, Количество строк: 21
ОКПД2 код: 22.21.41.111, Количество строк: 21
ОКПД2 код: 20.30.24.114, Количество строк: 21
ОКПД2 код: 22.19.73.116, Количество строк: 21
ОКПД2 код: 30.20.31.113, Количество строк: 21
ОКПД2 код: 28.12.12.119, Количество строк: 21
ОКПД2 код: 27.51.21.129, Количество строк: 21
ОКПД2 код: 28.29.31.111, Количество строк: 21
ОКПД2 код: 29.32.30.181, Количество строк: 21
ОКПД2 код: 29.31.23.113, Количество строк: 21
ОКПД2 код: 28.15.10.125, Количество строк: 21
ОКПД2 код: 28.15.10.126, Количество строк: 21
ОКПД2 код: 16.21.12.113, Количество строк: 21
ОКПД2 код: 16.21.14.000, Количество строк: 21
ОКПД2 код: 23.51.12.111, Количество строк: 21
ОКПД2 код: 23.61.12.154, Количество строк: 21
ОКПД2 код: 13.20.11.110, Количество строк: 21
ОКПД2 код: 14.19.12.190, Количество строк: 21
ОКПД2 код: 10.71.11.121, Количество строк: 21
ОКПД2 код: 10.82.13.000, Количество строк: 21
ОКПД2 код: 10.52.10.111, Количество строк: 21
ОКПД2 код: 21.20.10.191, Количество строк: 21
ОКПД2 код: 32.30.11.111, Количество строк: 21
ОКПД2 код: 24.10.71.190, Количество строк: 20
ОКПД2 код: 10.20.26.112, Количество строк: 20
ОКПД2 код: 10.71.12.122, Количество строк: 20
ОКПД2 код: 26.30.11.199, Количество строк: 20
ОКПД2 код: 10.51.56.143, Количество строк: 20
ОКПД2 код: 25.99.29.130, Количество строк: 20
ОКПД2 код: 24.44.26.120, Количество строк: 20
ОКПД2 код: 20.13.63.000, Количество строк: 20
ОКПД2 код: 32.99.54.000, Количество строк: 20
ОКПД2 код: 30.20.40.170, Количество строк: 20
ОКПД2 код: 28.22.16.130, Количество строк: 20
ОКПД2 код: 27.40.39.190, Количество строк: 20
ОКПД2 код: 25.73.40.165, Количество строк: 20
ОКПД2 код: 23.91.11.130, Количество строк: 20
ОКПД2 код: 26.70.22.150, Количество строк: 20
ОКПД2 код: 28.30.31.110, Количество строк: 20
ОКПД2 код: 28.25.20.119, Количество строк: 20
ОКПД2 код: 08.12.11.120, Количество строк: 20
ОКПД2 код: 23.65.12.121, Количество строк: 20
ОКПД2 код: 10.72.11.130, Количество строк: 20
ОКПД2 код: 32.40.11.115, Количество строк: 20
ОКПД2 код: 01.30.10.119, Количество строк: 20
ОКПД2 код: 14.19.31.124, Количество строк: 20
ОКПД2 код: 14.13.11.120, Количество строк: 20
ОКПД2 код: 29.32.30.170, Количество строк: 20
ОКПД2 код: 28.41.24.190, Количество строк: 19
ОКПД2 код: 10.84.12.180, Количество строк: 19
ОКПД2 код: 29.32.30.160, Количество строк: 19
ОКПД2 код: 08.12.13.000, Количество строк: 19
ОКПД2 код: 19.20.23.190, Количество строк: 19
ОКПД2 код: 26.51.43.135, Количество строк: 19
ОКПД2 код: 21.10.20.140, Количество строк: 19
ОКПД2 код: 25.12.1, Количество строк: 19
ОКПД2 код: 22.19.30.138, Количество строк: 19
ОКПД2 код: 25.30.12.119, Количество строк: 19
ОКПД2 код: 28.22.20.000, Количество строк: 19
ОКПД2 код: 27.11.50.130, Количество строк: 19
ОКПД2 код: 27.32.13.132, Количество строк: 19
ОКПД2 код: 25.73.30.151, Количество строк: 19
ОКПД2 код: 25.73.60.111, Количество строк: 19
ОКПД2 код: 26.51.33.142, Количество строк: 19
ОКПД2 код: 28.15.26.110, Количество строк: 19
ОКПД2 код: 26.30.50.112, Количество строк: 19
ОКПД2 код: 23.14.12.130, Количество строк: 19
ОКПД2 код: 23.65.12.112, Количество строк: 19
ОКПД2 код: 23.61.12.134, Количество строк: 19
ОКПД2 код: 23.41.13.190, Количество строк: 19
ОКПД2 код: 13.96.17.121, Количество строк: 19
ОКПД2 код: 01.30.10.134, Количество строк: 19
ОКПД2 код: 28.49.23.191, Количество строк: 19
ОКПД2 код: 14.19.32.120, Количество строк: 19
ОКПД2 код: 25.99.11.140, Количество строк: 19
ОКПД2 код: 29.32.30.130, Количество строк: 18
ОКПД2 код: 24.20.13.190, Количество строк: 18
ОКПД2 код: 21.20.23.190, Количество строк: 18
ОКПД2 код: 20.42.17.120, Количество строк: 18
ОКПД2 код: 08.12.12.150, Количество строк: 18
ОКПД2 код: 28.12.13.120, Количество строк: 18
ОКПД2 код: 10.82.23.146, Количество строк: 18
ОКПД2 код: 24.51.20.110, Количество строк: 18
ОКПД2 код: 11.07.11.120, Количество строк: 18
ОКПД2 код: 11.02.12.118, Количество строк: 18
ОКПД2 код: 20.59.42.140, Количество строк: 18
ОКПД2 код: 24.10.66.124, Количество строк: 18
ОКПД2 код: 26.52.12.130, Количество строк: 18
ОКПД2 код: 24.34.11.180, Количество строк: 18
ОКПД2 код: 25.99.29.121, Количество строк: 18
ОКПД2 код: 28.21.14.130, Количество строк: 18
ОКПД2 код: 28.94.22.110, Количество строк: 18
ОКПД2 код: 16.23.12.110, Количество строк: 18
ОКПД2 код: 17.12.76.110, Количество строк: 18
ОКПД2 код: 08.12.12.160, Количество строк: 18
ОКПД2 код: 23.69.19.000, Количество строк: 18
ОКПД2 код: 23.61.12.141, Количество строк: 18
ОКПД2 код: 13.92.12.121, Количество строк: 18
ОКПД2 код: 10.71.12.123, Количество строк: 18
ОКПД2 код: 10.73.11.110, Количество строк: 18
ОКПД2 код: 10.13.14.611, Количество строк: 18
ОКПД2 код: 21.20.10.143, Количество строк: 18
ОКПД2 код: 28.99.32.190, Количество строк: 18
ОКПД2 код: 25.99.11.122, Количество строк: 18
ОКПД2 код: 28.29.23, Количество строк: 18
ОКПД2 код: 23.42.10.170, Количество строк: 18
ОКПД2 код: 16.23.20.160, Количество строк: 17
ОКПД2 код: 32.99.41.110, Количество строк: 17
ОКПД2 код: 28.93.17.112, Количество строк: 17
ОКПД2 код: 28.15.31.110, Количество строк: 17
ОКПД2 код: 10.42.10.111, Количество строк: 17
ОКПД2 код: 23.12.12.120, Количество строк: 17
ОКПД2 код: 24.10.80.120, Количество строк: 17
ОКПД2 код: 32.12.14.111, Количество строк: 17
ОКПД2 код: 20.11.11.150, Количество строк: 17
ОКПД2 код: 32.99.11.112, Количество строк: 17
ОКПД2 код: 28.92.12.130, Количество строк: 17
ОКПД2 код: 27.11.22.000, Количество строк: 17
ОКПД2 код: 27.32.13.156, Количество строк: 17
ОКПД2 код: 28.41.22.130, Количество строк: 17
ОКПД2 код: 22.21.10.110, Количество строк: 17
ОКПД2 код: 28.30.51.000, Количество строк: 17
ОКПД2 код: 28.93.15.131, Количество строк: 17
ОКПД2 код: 17.12.14.123, Количество строк: 17
ОКПД2 код: 10.82.23.131, Количество строк: 17
ОКПД2 код: 20.41.32.122, Количество строк: 17
ОКПД2 код: 10.61.32.113, Количество строк: 17
ОКПД2 код: 11.07.19.121, Количество строк: 17
ОКПД2 код: 10.84.30.120, Количество строк: 17
ОКПД2 код: 10.13.14.113, Количество строк: 17
ОКПД2 код: 10.20.14.120, Количество строк: 17
ОКПД2 код: 10.20.32.110, Количество строк: 17
